"","ID","Description","DEGs_in_gs","DEGs_total","gs_size","background","pvalue","p.adjust","qvalue","geneID","gene_ratio","bg_ratio"
"53","GO:0140013","meiotic nuclear division",21,1477,179,23210,0.00499080793699975,0.0193555426986752,0.0113303725321851,"Ccne1/Calr/Cdc20/Spire2/Psmc3ip/Fbxo5/Actr2/Pttg1/Wnt5a/Rps6ka2/Nuf2/Cdc25b/Bub1/Aurka/Ereg/Plk1/Syde1/Ttk/Msx1/Plcb1/Espl1",0.014218009478673,0.00771219302024989
"54","GO:0051767","nitric-oxide synthase biosynthetic process",6,1477,26,23210,0.00502174421057266,0.0193750935852674,0.0113418172553775,"Nampt/Edn1/Tlr2/Ptger4/Nod2/Gstp1",0.004062288422478,0.0011202068074106
"55","GO:0051769","regulation of nitric-oxide synthase biosynthetic process",6,1477,26,23210,0.00502174421057266,0.0193750935852674,0.0113418172553775,"Nampt/Edn1/Tlr2/Ptger4/Nod2/Gstp1",0.004062288422478,0.0011202068074106
"56","GO:0120192","tight junction assembly",8,1477,45,23210,0.00689377053710118,0.0250355773600834,0.0146553585432405,"Ramp2/Esam/Epha2/Snai2/Nedd4l/Ect2/Pkp2/Fzd5",0.00541638456330399,0.0019388194743645
"57","GO:0043588","skin development",30,1477,293,23210,0.00702064390358012,0.0254631227708284,0.0149056356268429,"Itga3/Epha2/Met/Psen2/Itga2/Itgb4/Wnt5a/Fzd6/Runx1/Col5a2/Ift74/Stmn1/Fosl2/Casp3/St14/Ptgs2/Dhcr24/Scd1/Clic4/Rbpj/Tgfb2/Ppl/Inhba/Zmpste24/Zfp36/Sox18/Foxc1/Apcdd1/Arrdc3/Edaradd",0.02031144211239,0.0126238690219733
"58","GO:1905037","autophagosome organization",13,1477,97,23210,0.00842694784039155,0.0293204902197935,0.0171636663558542,"Ralb/Ctsd/Atg3/Pip4k2c/Pik3c2a/Fez1/Atg12/Atp13a2/Smurf1/Rab3gap2/Irgm1/Fez2/Atg4a",0.00880162491536899,0.0041792330891857
"59","GO:0120163","negative regulation of cold-induced thermogenesis",8,1477,47,23210,0.00899106566072756,0.0308707002158467,0.0180711302813995,"Nr1d1/Adamts5/Lnpep/Plcl2/Rbpj/Aldh1a1/Arntl/Arrdc3",0.00541638456330399,0.0020249892287807
"60","GO:1905897","regulation of response to endoplasmic reticulum stress",11,1477,77,23210,0.00927771435595641,0.0316913597053434,0.0185515289911039,"Ikbkg/Bcl2l1/Ube2g2/Ern1/Grina/Bok/Edem1/Eif2ak3/Wfs1/Ppp1r15a/Spop",0.00744752877454299,0.0033175355450237
"61","GO:1905941","positive regulation of gonad development",4,1477,14,23210,0.00976416827753352,0.0328102354915099,0.0192064979409219,"Zfpm2/Runx1/Sema3a/Ptger4",0.002708192281652,0.000603188280913399
"62","GO:0098693","regulation of synaptic vesicle cycle",17,1477,144,23210,0.0101747230874961,0.0340352169833778,0.0199235791855023,"Fmr1/Grik5/Bcl2l1/Pls3/Stxbp5/Stxbp1/P2ry1/Pfn2/Atp2a2/Rab3a/P2ry2/Htr2a/Rapgef4/Prkca/Rap1b/Kcnh1/Rap1a",0.011509817197021,0.00620422231796639
"63","GO:0048532","anatomical structure arrangement",5,1477,22,23210,0.0109836850212898,0.0358226067034222,0.020969883683577,"Rac1/Nrp2/Sema3a/Plxna4/Kif14",0.003385240352065,0.000947867298578199
"64","GO:0106027","neuron projection organization",13,1477,102,23210,0.012640853269393,0.0401556771918594,0.023506382070965,"Itga3/Actr2/Lgmn/Shank3/App/Epha4/Pdlim5/Wasl/Pak3/Eef2k/Zmynd8/Kalrn/Prnp",0.00880162491536899,0.0043946574752262
"65","GO:0120193","tight junction organization",8,1477,50,23210,0.0129821695105171,0.0409790358613475,0.0239883608301317,"Ramp2/Esam/Epha2/Snai2/Nedd4l/Ect2/Pkp2/Fzd5",0.00541638456330399,0.002154243860405
"66","GO:0042044","fluid transport",5,1477,24,23210,0.0159565367281577,0.0486486320367327,0.0284779989245719,"Aqp1/Edn1/Ednrb/Aqp11/Slc14a1",0.003385240352065,0.0010340370529944
"67","GO:0035235","ionotropic glutamate receptor signaling pathway",4,1477,16,23210,0.0160374748898648,0.0486486320367327,0.0284779989245719,"App/Cln3/Ptk2b/Kalrn",0.002708192281652,0.000689358035329599
"68","GO:0062033","positive regulation of mitotic sister chromatid segregation",4,1477,16,23210,0.0160374748898648,0.0486486320367327,0.0284779989245719,"Cdt1/Slf1/Cenpe/Nsmce2",0.002708192281652,0.000689358035329599
"69","GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane",4,1477,16,23210,0.0160374748898648,0.0486486320367327,0.0284779989245719,"Rapgef4/Gpc6/Kalrn/Rap1a",0.002708192281652,0.000689358035329599
